model,key,image,category,latency,regions,chars,mean_conf,n_tables
PP-OCRv6_small,ocrv6_small,report_13.jpg,report,0.124,8,160,0.9972,0
PP-OCRv6_small,ocrv6_small,report_14.jpg,report,0.253,50,509,0.997,0
PP-OCRv6_small,ocrv6_small,report_15.jpg,report,0.204,25,555,0.9854,0
PP-OCRv6_small,ocrv6_small,report_16.jpg,report,0.571,119,1039,0.956,0
PP-OCRv6_small,ocrv6_small,report_17.jpg,report,0.655,175,1494,0.9788,0
PP-OCRv6_small,ocrv6_small,report_18.jpg,report,1.169,342,2078,0.9906,0
PP-OCRv6_small,ocrv6_small,report_19.jpg,report,0.512,114,797,0.9989,0
PP-OCRv6_small,ocrv6_small,report_20.jpg,report,0.735,182,1201,0.9983,0
PP-OCRv6_medium,ocrv6_medium,agenda_01.jpg,agenda,0.783,29,184,0.9827,0
PP-OCRv6_medium,ocrv6_medium,agenda_02.jpg,agenda,0.397,23,323,0.9988,0
PP-OCRv6_medium,ocrv6_medium,agenda_03.jpg,agenda,0.602,26,247,0.9025,0
PP-OCRv6_medium,ocrv6_medium,agenda_04.jpg,agenda,0.513,12,197,0.9997,0
PP-OCRv6_medium,ocrv6_medium,agenda_05.jpg,agenda,0.354,36,448,0.9998,0
PP-OCRv6_medium,ocrv6_medium,agenda_06.jpg,agenda,0.706,41,303,0.9983,0
PP-OCRv6_medium,ocrv6_medium,agenda_07.jpg,agenda,0.85,56,552,0.9995,0
PP-OCRv6_medium,ocrv6_medium,agenda_08.jpg,agenda,0.671,40,1001,0.992,0
PP-OCRv6_medium,ocrv6_medium,agenda_09.jpg,agenda,0.566,61,984,0.998,0
PP-OCRv6_medium,ocrv6_medium,agenda_10.jpg,agenda,0.15,12,173,0.9961,0
PP-OCRv6_medium,ocrv6_medium,agenda_11.jpg,agenda,0.224,14,217,0.9997,0
PP-OCRv6_medium,ocrv6_medium,agenda_12.jpg,agenda,0.397,19,374,0.9789,0
PP-OCRv6_medium,ocrv6_medium,agenda_13.jpg,agenda,0.832,51,517,0.9988,0
PP-OCRv6_medium,ocrv6_medium,agenda_14.jpg,agenda,0.646,69,827,0.9935,0
PP-OCRv6_medium,ocrv6_medium,agenda_15.jpg,agenda,0.874,59,730,0.9983,0
PP-OCRv6_medium,ocrv6_medium,agenda_16.jpg,agenda,0.68,30,478,0.9899,0
PP-OCRv6_medium,ocrv6_medium,agenda_17.jpg,agenda,0.638,36,285,0.9977,0
PP-OCRv6_medium,ocrv6_medium,agenda_18.jpg,agenda,0.648,56,848,0.9887,0
PP-OCRv6_medium,ocrv6_medium,agenda_19.jpg,agenda,0.7,27,275,0.9978,0
PP-OCRv6_medium,ocrv6_medium,agenda_20.jpg,agenda,0.702,59,912,0.9929,0
PP-OCRv6_medium,ocrv6_medium,agenda_21.jpg,agenda,0.749,38,683,0.9935,0
PP-OCRv6_medium,ocrv6_medium,agenda_22.jpg,agenda,0.703,23,775,0.9925,0
PP-OCRv6_medium,ocrv6_medium,agenda_23.jpg,agenda,0.741,34,939,0.9962,0
PP-OCRv6_medium,ocrv6_medium,form_01.jpg,form,1.148,132,1911,0.994,0
PP-OCRv6_medium,ocrv6_medium,form_02.jpg,form,0.445,46,333,0.9295,0
PP-OCRv6_medium,ocrv6_medium,form_03.jpg,form,0.923,57,1040,0.9906,0
PP-OCRv6_medium,ocrv6_medium,form_04.jpg,form,0.927,59,843,0.9985,0
PP-OCRv6_medium,ocrv6_medium,form_05.jpg,form,1.181,122,2460,0.9841,0
PP-OCRv6_medium,ocrv6_medium,form_06.jpg,form,1.102,103,2011,0.9883,0
PP-OCRv6_medium,ocrv6_medium,form_07.jpg,form,0.572,40,709,0.9859,0
PP-OCRv6_medium,ocrv6_medium,form_08.jpg,form,1.956,122,2673,0.9905,0
PP-OCRv6_medium,ocrv6_medium,form_09.jpg,form,1.191,60,1255,0.9927,0
PP-OCRv6_medium,ocrv6_medium,form_10.jpg,form,1.709,98,1940,0.9961,0
PP-OCRv6_medium,ocrv6_medium,form_11.jpg,form,1.179,73,1341,0.9789,0
PP-OCRv6_medium,ocrv6_medium,form_12.jpg,form,0.695,63,1150,0.9981,0
PP-OCRv6_medium,ocrv6_medium,form_13.jpg,form,1.287,98,1796,0.9952,0
PP-OCRv6_medium,ocrv6_medium,form_14.jpg,form,1.263,135,2191,0.9945,0
PP-OCRv6_medium,ocrv6_medium,form_15.jpg,form,1.617,81,2204,0.9847,0
PP-OCRv6_medium,ocrv6_medium,form_16.jpg,form,1.318,64,1570,0.9928,0
PP-OCRv6_medium,ocrv6_medium,form_17.jpg,form,1.07,77,1104,0.9968,0
PP-OCRv6_medium,ocrv6_medium,form_18.jpg,form,0.244,20,415,0.9607,0
PP-OCRv6_medium,ocrv6_medium,form_19.jpg,form,0.546,34,584,0.999,0
PP-OCRv6_medium,ocrv6_medium,form_20.jpg,form,1.108,57,1071,0.9934,0
PP-OCRv6_medium,ocrv6_medium,form_21.jpg,form,1.227,39,1365,0.9957,0
PP-OCRv6_medium,ocrv6_medium,form_22.jpg,form,1.522,145,2995,0.964,0
PP-OCRv6_medium,ocrv6_medium,form_23.jpg,form,1.232,60,1160,0.9705,0
PP-OCRv6_medium,ocrv6_medium,invoice_01.jpg,invoice,0.572,18,191,0.9986,0
PP-OCRv6_medium,ocrv6_medium,invoice_02.jpg,invoice,0.272,16,154,0.9953,0
PP-OCRv6_medium,ocrv6_medium,invoice_03.jpg,invoice,0.419,14,123,0.9989,0
PP-OCRv6_medium,ocrv6_medium,invoice_04.jpg,invoice,0.309,24,284,0.9982,0
PP-OCRv6_medium,ocrv6_medium,invoice_05.jpg,invoice,0.992,69,705,0.9988,0
PP-OCRv6_medium,ocrv6_medium,invoice_06.jpg,invoice,0.617,20,304,0.9991,0
PP-OCRv6_medium,ocrv6_medium,invoice_07.jpg,invoice,0.316,28,320,0.9847,0
PP-OCRv6_medium,ocrv6_medium,invoice_08.jpg,invoice,0.697,28,445,0.9933,0
PP-OCRv6_medium,ocrv6_medium,invoice_09.jpg,invoice,0.59,21,246,0.9985,0
PP-OCRv6_medium,ocrv6_medium,invoice_10.jpg,invoice,0.297,22,349,0.9758,0
PP-OCRv6_medium,ocrv6_medium,invoice_11.jpg,invoice,0.894,39,694,0.9964,0
PP-OCRv6_medium,ocrv6_medium,invoice_12.jpg,invoice,0.322,27,470,0.9782,0
PP-OCRv6_medium,ocrv6_medium,invoice_13.jpg,invoice,0.369,23,227,0.9749,0
PP-OCRv6_medium,ocrv6_medium,invoice_14.jpg,invoice,0.26,18,199,0.9981,0
PP-OCRv6_medium,ocrv6_medium,invoice_15.jpg,invoice,0.654,41,517,0.9987,0
PP-OCRv6_medium,ocrv6_medium,invoice_16.jpg,invoice,0.694,26,401,0.9929,0
PP-OCRv6_medium,ocrv6_medium,invoice_17.jpg,invoice,0.634,29,358,0.9961,0
PP-OCRv6_medium,ocrv6_medium,invoice_18.jpg,invoice,0.353,28,343,0.9925,0
PP-OCRv6_medium,ocrv6_medium,invoice_19.jpg,invoice,0.928,69,615,0.9996,0
PP-OCRv6_medium,ocrv6_medium,invoice_20.jpg,invoice,0.473,42,700,0.9927,0
PP-OCRv6_medium,ocrv6_medium,invoice_21.jpg,invoice,0.629,38,404,0.9925,0
PP-OCRv6_medium,ocrv6_medium,invoice_22.jpg,invoice,0.414,41,477,0.9978,0
PP-OCRv6_medium,ocrv6_medium,invoice_23.jpg,invoice,0.707,32,421,0.9865,0
PP-OCRv6_medium,ocrv6_medium,original_001.jpg,original,0.99,62,1136,0.995,0
PP-OCRv6_medium,ocrv6_medium,original_002.jpg,original,0.614,28,742,0.9975,0
PP-OCRv6_medium,ocrv6_medium,original_003.jpg,original,0.349,34,737,0.9801,0
PP-OCRv6_medium,ocrv6_medium,original_004.jpg,original,0.482,34,812,0.987,0
PP-OCRv6_medium,ocrv6_medium,original_005.jpg,original,1.119,75,1949,0.9474,0
PP-OCRv6_medium,ocrv6_medium,original_006.jpg,original,1.359,133,3034,0.9947,0
PP-OCRv6_medium,ocrv6_medium,original_007.jpg,original,0.684,83,933,0.9578,0
PP-OCRv6_medium,ocrv6_medium,original_008.jpg,original,0.44,47,874,0.9898,0
PP-OCRv6_medium,ocrv6_medium,original_009.jpg,original,0.619,49,1173,0.9913,0
PP-OCRv6_medium,ocrv6_medium,original_010.jpg,original,0.628,64,937,0.9977,0
PP-OCRv6_medium,ocrv6_medium,original_011.jpg,original,0.334,24,538,0.995,0
PP-OCRv6_medium,ocrv6_medium,report_01.jpg,report,1.226,127,1229,0.9981,0
PP-OCRv6_medium,ocrv6_medium,report_02.jpg,report,1.478,201,1472,0.9911,0
PP-OCRv6_medium,ocrv6_medium,report_03.jpg,report,2.138,229,2632,0.9979,0
PP-OCRv6_medium,ocrv6_medium,report_04.jpg,report,0.465,32,317,0.998,0
PP-OCRv6_medium,ocrv6_medium,report_05.jpg,report,0.878,133,887,0.998,0
PP-OCRv6_medium,ocrv6_medium,report_06.jpg,report,1.056,134,1052,0.9813,0
PP-OCRv6_medium,ocrv6_medium,report_07.jpg,report,0.28,22,256,0.9983,0
PP-OCRv6_medium,ocrv6_medium,report_08.jpg,report,0.957,96,763,0.9895,0
PP-OCRv6_medium,ocrv6_medium,report_09.jpg,report,1.746,272,1357,0.952,0
PP-OCRv6_medium,ocrv6_medium,report_10.jpg,report,1.478,116,2283,0.9497,0
PP-OCRv6_medium,ocrv6_medium,report_11.jpg,report,0.682,71,1244,0.9883,0
PP-OCRv6_medium,ocrv6_medium,report_12.jpg,report,1.475,231,1384,0.9957,0
PP-OCRv6_medium,ocrv6_medium,report_13.jpg,report,0.253,8,161,0.9979,0
PP-OCRv6_medium,ocrv6_medium,report_14.jpg,report,0.407,50,509,0.9983,0
PP-OCRv6_medium,ocrv6_medium,report_15.jpg,report,0.303,27,560,0.992,0
PP-OCRv6_medium,ocrv6_medium,report_16.jpg,report,1.061,120,1040,0.9716,0
PP-OCRv6_medium,ocrv6_medium,report_17.jpg,report,1.179,175,1496,0.9848,0
PP-OCRv6_medium,ocrv6_medium,report_18.jpg,report,2.133,342,2087,0.9941,0
PP-OCRv6_medium,ocrv6_medium,report_19.jpg,report,0.783,114,797,0.9979,0
PP-OCRv6_medium,ocrv6_medium,report_20.jpg,report,1.276,181,1200,0.9992,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_01.jpg,agenda,4.212,18,158,0.9122,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_02.jpg,agenda,0.924,22,277,0.9903,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_03.jpg,agenda,2.573,18,183,0.9807,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_04.jpg,agenda,1.806,11,179,0.9924,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_05.jpg,agenda,2.329,36,414,0.9949,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_06.jpg,agenda,1.968,39,113,0.982,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_07.jpg,agenda,2.59,58,547,0.9809,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_08.jpg,agenda,1.727,40,1040,0.9957,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_09.jpg,agenda,1.519,61,903,0.9961,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_10.jpg,agenda,0.517,11,156,0.997,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_11.jpg,agenda,0.399,10,172,0.9966,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_12.jpg,agenda,1.35,19,242,0.8931,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_13.jpg,agenda,2.49,50,495,0.9993,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_14.jpg,agenda,2.732,69,399,0.9932,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_15.jpg,agenda,5.632,59,623,0.999,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_16.jpg,agenda,1.826,29,441,0.9952,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_17.jpg,agenda,2.097,36,298,0.9999,4
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_18.jpg,agenda,1.833,56,780,0.9843,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_19.jpg,agenda,3.132,25,23,0.9997,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_20.jpg,agenda,1.521,60,871,0.9756,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_21.jpg,agenda,1.892,38,676,0.9908,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_22.jpg,agenda,1.195,23,712,0.9948,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,agenda_23.jpg,agenda,1.496,34,939,0.995,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_01.jpg,form,2.574,131,1870,0.997,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_02.jpg,form,0.605,20,4,0.7432,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_03.jpg,form,2.377,64,948,0.9825,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_04.jpg,form,2.481,59,323,0.9983,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_05.jpg,form,1.869,123,0,0.9808,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_06.jpg,form,2.247,103,1855,0.9859,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_07.jpg,form,1.024,40,691,0.9833,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_08.jpg,form,5.545,122,2262,0.9671,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_09.jpg,form,3.138,61,1204,0.9786,4
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_10.jpg,form,4.242,89,1266,0.9955,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_11.jpg,form,2.439,72,1200,0.9791,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_12.jpg,form,1.185,63,0,0.9892,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_13.jpg,form,3.744,99,1361,0.9874,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_14.jpg,form,2.666,133,1486,0.9941,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_15.jpg,form,4.196,85,2054,0.9771,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_16.jpg,form,3.097,64,1533,0.9954,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_17.jpg,form,2.836,75,857,0.991,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_18.jpg,form,0.457,20,313,0.9441,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_19.jpg,form,1.159,33,161,0.9863,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_20.jpg,form,3.002,54,1120,0.9926,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_21.jpg,form,2.123,39,843,0.9961,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_22.jpg,form,2.634,146,2030,0.9463,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,form_23.jpg,form,3.195,57,1037,0.9531,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_01.jpg,invoice,1.7,18,33,0.9999,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_02.jpg,invoice,2.034,15,146,0.999,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_03.jpg,invoice,0.977,15,78,0.9969,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_04.jpg,invoice,1.232,24,235,0.9965,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_05.jpg,invoice,2.782,65,433,0.9972,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_06.jpg,invoice,1.647,19,214,0.998,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_07.jpg,invoice,1.283,28,91,0.9924,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_08.jpg,invoice,1.572,28,298,0.995,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_09.jpg,invoice,1.388,22,138,0.9982,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_10.jpg,invoice,2.464,23,209,0.9706,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_11.jpg,invoice,4.347,39,633,0.9959,3
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_12.jpg,invoice,1.174,27,486,0.9837,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_13.jpg,invoice,0.856,23,27,0.9725,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_14.jpg,invoice,1.628,18,33,0.9978,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_15.jpg,invoice,4.126,41,140,0.9954,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_16.jpg,invoice,1.542,24,254,0.9883,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_17.jpg,invoice,1.925,29,158,0.992,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_18.jpg,invoice,0.986,28,196,0.9935,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_19.jpg,invoice,5.486,69,386,0.999,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_20.jpg,invoice,2.458,42,630,0.9949,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_21.jpg,invoice,3.075,39,391,0.994,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_22.jpg,invoice,1.393,39,402,0.997,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,invoice_23.jpg,invoice,3.741,31,239,0.9692,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_001.jpg,original,2.129,64,1072,0.9929,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_002.jpg,original,1.663,28,505,0.9971,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_003.jpg,original,0.648,33,718,0.9945,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_004.jpg,original,0.749,34,778,0.971,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_005.jpg,original,1.457,71,1863,0.952,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_006.jpg,original,3.294,122,2186,0.9955,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_007.jpg,original,1.291,61,739,0.8901,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_008.jpg,original,1.12,46,785,0.9958,1
